;data;user id3;tweets
185;2020-11-05 20:21:50+00:00;2,40E+32;Pela margem de erro
186;2020-11-05 20:21:49+00:00;2,40E+32;"Russomanno recua mais e empata em 2º com Boulos e França; Covas vai a 28% e se isola em 1º, diz Datafolha https://t.co/niAHpTodJV"
187;2020-11-05 20:21:45+00:00;2,40E+32;Celso urso manco tu n vai pro 2 turno n qm vai ganhar essa porra é o BOULOS krllll tão deixando agnt sonhar https://t.co/EhKhq9xCSA
188;2020-11-05 20:21:43+00:00;2,40E+32;PT vai matar o segundo turno do Boulos
189;2020-11-05 20:21:42+00:00;2,40E+32;boulos
190;2020-11-05 20:21:41+00:00;2,40E+32;"RT @emirsader: Russomanno recua mais e empata em 2º com Boulos e França; Covas vai a 28% e se isola em 1º, diz Datafolha - 05/11/2020 - Pod…"
191;2020-11-05 20:21:39+00:00;2,40E+32;@Gislene_sp10 @marciofrancasp Jogo aberto em SP! O cosplay do Lula bateu no teto
192;2020-11-05 20:21:36+00:00;2,40E+32;@GabrielRenaan Pra mim ele tava bem irrelevante
193;2020-11-05 20:21:35+00:00;2,40E+32;@opropriofaka Os Paulistanos tem a obrigação de demitir Bruno Covas
194;2020-11-05 20:21:32+00:00;2,40E+32;RT @JacBolsonaro: Alô São Paulo
195;2020-11-05 20:21:31+00:00;2,40E+32;RT @brpolitico: A livemício havia sido proibida pelo Tribunal Regional Eleitoral do Rio Grande do Sul (TRE-RS)
196;2020-11-05 20:21:30+00:00;2,40E+32;@mouraul Eu acho que vai ser covas x boulos
197;2020-11-05 20:21:27+00:00;2,40E+32;@vituxor @Thiellemotta @cidra @lipemuller Eu indo pra SP quando o Boulos ganhar!!
198;2020-11-05 20:21:26+00:00;2,40E+32;MAIS 3 PONTOS NO DATAFOLHA! 🚀🚀🚀 #viradamarciofrancaDatafolha   Bruno 28% Russomano 16% Boulos 14% França 13%  É Fra… https://t.co/hzz76bnz5H
199;2020-11-05 20:21:25+00:00;2,40E+32;@gmchagas os candidatos do PT no Datafolha
200;2020-11-05 20:21:23+00:00;2,40E+32;@g1 Incrível alguém votar no Russomano ou no Boulos
201;2020-11-05 20:21:21+00:00;2,40E+32;@vinnybrandt @g1 Boulos como prefeito São Paulo irá falir
202;2020-11-05 20:21:21+00:00;2,40E+32;ai queria o boulos encostando em mim... https://t.co/TxgPHrFDNq
